Kingdom,Phylum,Class,Order,Family,Species,Library?,Source,Source 2,Notes,Selected,TE_count,MCH_Parameters
Animalia,Chordata,Aves,Anseriformes,Anhimidae,Chauna torquata,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,72,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Cheirogaleidae,Cheirogaleus medius,Complete,Dfam,,Curated Dfam,Dfam,35,
Animalia,Chordata,Actinopteri,Perciformes,Triglidae,Chelidonichthys spinosus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,194,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Chaetodontiformes,Chaetodontidae,Chelmon rostratus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,244,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Caryophyllales,Chenopodiaceae,Chenopodium formosanum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,56,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Chilo suppressalis,Complete,Dfam,,Curated Dfam,Dfam,2,
Animalia,Chordata,Chondrichthyes,Orectolobiformes,Hemiscylliidae,Chiloscyllium punctatum,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,181,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Laurales,Calycanthaceae,Chimonanthus praecox,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,252,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Rodentia,Chinchillidae,Chinchilla lanigera,Complete,Dfam,,Curated Dfam,Dfam,30,
Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Chionosphaera apobasidialis,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Neoptera,Chironomidae,Chironomus riparius,Complete,RM2+MCH,Genero coincidente,"ENSEMBL ""2023""",RM2+MCH,36,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Diptera,Chironomidae,Chironomus tepperi,Complete,RM2+MCH,Genero coincidente,"ENSEMBL ""2023""",RM2+MCH,76,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Chiroptera,,Chiroptera,Complete,Dfam,,Dfam no especie,Dfam,46,
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Cunninghamellaceae,Chlamydoabsidia padenii,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas incerta,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,58,"x=10, e=500, c=1"
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas reinhardtii,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,61,"x=10, e=500, c=1"
Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Chlamydomonas schloesseri,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,61,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Chloranthales,Chloranthaceae,Chloranthus sessilifolius,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,64,"x=0, e=500, c=1"
Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella sorokiniana,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,1,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Chlorocebus sabaeus,Complete,Dfam,,Release 1.2,Dfam,1129,
Animalia,Chordata,Aves,Passeriformes,Irenidae,Chloropsis cyanopogon,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,91,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Passeriformes,Irenidae,Chloropsis hardwickii,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,131,"x=10, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Choanephoraceae,Choanephora cucurbitarum,Complete,RM2+MCH,,B-GUT,RM2+MCH,44,"x=0, e=500, c=1"
Fungi,Ascomycota,Pezizomycetes,Pezizales,Tuberaceae,Choiromyces venosus,Complete,RM2+MCH,,B-GUT,RM2+MCH,37,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus didactylus,Complete,Dfam,,Curated Dfam,Dfam,38,
Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus hoffmanni,Complete,Dfam,,Curated Dfam,Dfam,58,
Animalia,Porifera,Demospongiae,Chondrillida,Chondrillidae,Chondrosia reniformis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64,"x=10, e=500, c=1"
Plantae,Rhodophyta,,Gigartinales,Gigartinaceae,Chondrus crispus,Complete,RM2+MCH,Repbase,Uncurated Dfam,RM2+MCH,453,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Choreutidae,Choreutis nemorana,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,133,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Choristoneura fumiferana,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Chordata,Aves,Charadriiformes,Laridae,Chroicocephalus maculipennis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,76,"x=10, e=500, c=1"
Animalia,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,Chrysaora quinquecirrha,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,251,"x=10, e=500, c=1"
Animalia,Chordata,,Testudines,Emydidae,Chrysemys,Complete,Dfam,,Dfam no especie,Dfam,56,
Animalia,Chordata,,Testudines,Emydidae,Chrysemys picta bellii,Complete,Dfam,,Curated Dfam,Dfam,1,
Animalia,Chordata,Mammalia,Not order identified Mamalia,Chrysochloridae,Chrysochloris asiatica,Complete,Dfam,,Curated Dfam,Dfam,62,
Animalia,Arthropoda,Insecta,Neuroptera,Chrysopidae,Chrysopa pallens,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,85,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Poales,Poaceae,Chrysopogon serrulatus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,370,"x=10, e=500, c=1"
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Chytridium lagenaria,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytriomycetaceae,Chytriomyces hyalinus,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Cicer arietinum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,181,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Cicer echinospermum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,260,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fabales,Fabaceae,Cicer reticulatum,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,166,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Asterales,Asteraceae,Cichorium intybus,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,120,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Ciconiiformes,Ciconiidae,Ciconia maguari,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,124,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Hemiptera,Cimicidae,Cimex lectularius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,415,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Gentianales,Rubiaceae,Cinchona pubescens,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,353,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Passeriformes,Cinclidae,Cinclus mexicanus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,86,"x=10, e=500, c=1"
Animalia,Chordata,Ascidiacea,Phlebobranchia,Cionidae,Ciona intestinalis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,37,"x=10, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Circinella umbellata,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,84,"x=10, e=500, c=1"
Animalia,Chordata,Aves,Passeriformes,Cisticolidae,Cisticola juncidis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64,"x=10, e=500, c=1"
Fungi,Ascomycota,Pichiomycetes,Pichiales,Pichiaceae,Citeromyces matritensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Cucurbitales,Cucurbitaceae,Citrullus lanatus,Complete,RM2+MCH,,APTEdb,RM2+MCH,97,"x=10, e=500, c=1"
Plantae,Angiosperma,,Sapindales ,Rutaceae,Citrus clementina,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,191,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Rutaceae,Citrus inodora,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,176,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Rutaceae,Citrus maxima,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,194,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Rutaceae,Citrus sinensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,257,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Sapindales,Rutaceae,Citrus trifoliata,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,159,"x=10, e=500, c=1"
Fungi,Chytridiomycota,Chytridiomycetes,Cladochytriales,Cladochytriaceae,Cladochytrium replicatum,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,17,"x=10, e=500, c=1"
Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Cladoniaceae,Cladonia grayi,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora immunda,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum samala,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Cladosporiales,Cladosporiaceae,Cladosporium sphaerospermum,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Chordata,Actinopteri,Siluriformes,Clariidae,Clarias batrachus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,261,"x=10, e=500, c=1"
Fungi,Basidiomycota,Classiculomycetes,Classiculales,Classiculaceae,Classicula fluitans,Complete,RM2+MCH,,B-GUT,RM2+MCH,24,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,Pleosporales,Diademaceae,Clathrospora elynae,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina lepadiformis,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,93,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Claviceps purpurea,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Clavispora lusitaniae,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Polyporales,,Climacocystis borealis,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Bionectriaceae,Clonostachys rosea,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,1,"x=10, e=500, c=1"
Animalia,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia hemisphaerica,Complete,Dfam,,Curated Dfam,Dfam,4,
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides immitis,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Onygenales,Onygenaceae,Coccidioides posadasii,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Coccodiniaceae,Coccodinium bartschii,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,Cochlearius cochlearius,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,64,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Arecales,Arecaceae,Cocos nucifera,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,39,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,Coelioxys conoideus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,85,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Diptera,Coelopidae,Coelopa frigida,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,183,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Neoptera,Coelopidae,Coelopa pilipes,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,231,"x=10, e=500, c=1"
Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Coemansia mojavensis,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Coemansia reversa,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Zoopagomycota,Kickxellomycetes,Kickxellales,Kickxellaceae,Coemansia spiralis,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Gentianales,Rubiaceae,Coffea arabica,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,352,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Gentianales,Rubiaceae,Coffea canephora,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,223,"x=10, e=500, c=1"
Animalia,Chordata,Actinopteri,Clupeiformes,Engraulidae,Coilia nasus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,184,"x=10, e=500, c=1"
Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Cokeromyces recurvatus,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Piciformes,Picidae,Colaptes auratus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,141,"x=10, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Coleophoma crateriformis,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Coleophoma cylindrospora,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Coliiformes,Coliidae,Colius striatus,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,30,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum abscissum,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum aenigma,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum asianum,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum cereale,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum chlorophyti,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum costaricense,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum cuscutae,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum destructivum,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum eremochloae,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum falcatum,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum filicis,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum fructicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum godetiae,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum graminicola,Complete,RM2+MCH,,B-GUT,RM2+MCH,14,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum higginsianum,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum incanum,Complete,RM2+MCH,,B-GUT,RM2+MCH,5,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum limetticola,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum lupini,Complete,RM2+MCH,,B-GUT,RM2+MCH,9,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum navitas,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum nymphaeae,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,3,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum orbiculare,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum orchidophilum,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum plurivorum,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum scovillei,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum shisoi,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum siamense,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum sidae,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum sojae,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum somersetense,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum spaethianum,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum spinosum,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum sublineola,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum tamarilloi,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum tanaceti,Complete,RM2+MCH,,B-GUT,RM2+MCH,12,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum tofieldiae,Complete,RM2+MCH,,B-GUT,RM2+MCH,8,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum trifolii,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum tropicale,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum truncatum,Complete,RM2+MCH,,B-GUT,RM2+MCH,10,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum zoysiae,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clitocybaceae,Collybia nuda,Complete,RM2+MCH,,B-GUT,RM2+MCH,6,"x=0, e=500, c=1"
Animalia,Chordata,Mammalia,Primates,Cercopithecidae,Colobus angolensis,Complete,Dfam,,Release 1.2,Dfam,1148,
Plantae,Angiosperma,Magnoliopsida,Alismatales,Araceae,Colocasia esculenta,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,69,"x=0, e=500, c=1"
Animalia,Chordata,Aves,Columbiformes,Columbidae,Columba livia,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,35,"x=10, e=500, c=1"
Animalia,Chordata,Mammalia,Eulipotyphla,Talpidae,Condylura cristata,Complete,Dfam,,Curated Dfam,Dfam,22,
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta ligniaria,Complete,RM2+MCH,,B-GUT,RM2+MCH,7,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta pulveracea,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Boletales,Coniophoraceae,Coniophora puteana,Complete,RM2+MCH,,B-GUT,RM2+MCH,21,"x=0, e=500, c=1"
Fungi,Ascomycota,Dothideomycetes,,,Coniosporium apollinis,Complete,RM2+MCH,,B-GUT,RM2+MCH,2,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe apala,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Animalia,Arthropoda,Insecta,Hemiptera,Delphacidae,Conomelus anceps,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,398,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus micaceus,Complete,RM2+MCH,,B-GUT,RM2+MCH,11,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus pellucidus,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis cinerea,Complete,RM2+MCH,,B-GUT,RM2+MCH,15,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis marcescibilis,Complete,RM2+MCH,,B-GUT,RM2+MCH,4,"x=0, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis sclerotiger,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Ranunculales,Ranunculaceae,Coptis chinensis,Complete,RM2+MCH,,"ENSEMBL ""2025""",RM2+MCH,315,"x=10, e=500, c=1"
Animalia,Arthropoda,Insecta,Blattodea,Rhinotermitidae,Coptotermes formosanus,Complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,147,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Malvales,Malvaceae,Corchorus capsularis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,150,"x=10, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Boraginales,Cordiaceae,Cordia subcordata,complete,RM2+MCH,,"ENSEMBL ""2023""",RM2+MCH,261,"x=10, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps fumosorosea,Complete,RM2+MCH,,B-GUT,RM2+MCH,3,"x=0, e=500, c=1"
Fungi,Ascomycota,Sordariomycetes,Hypocreales,Cordycipitaceae,Cordyceps militaris,Complete,RM2+MCH,,B-GUT,RM2+MCH,1,"x=0, e=500, c=1"
Animalia,Chordata,Actinopteri,Salmoniformes,Salmonidae,Coregonus clupeaformis,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,897,"x=10, e=500, c=1"
Fungi,Basidiomycota,Agaricomycetes,Agaricales,Cortinariaceae,Cortinarius austrovenetus,Complete,RM2+MCH,,B-GUT,RM2+MCH,20,"x=0, e=500, c=1"
Plantae,Angiosperma,Magnoliopsida,Fagales,Betulaceae,Corylus avellana,Complete,RM2+MCH,,Uncurated Dfam,RM2+MCH,92,"x=10, e=500, c=1"
